Japan,  Population size (5-year)     Last modified: 15-Dec-2010, MPv5 (May07)

Year       Age      Female         Male        Total
1995       0        593794.87    625453.74   1219248.61
1995       1-4     2338191.76   2460834.55   4799026.31
1995       5-9     3242221.63   3408595.24   6650816.87
1995      10-14    3683141.96   3869743.71   7552885.67
1995      15-19    4255638.78   4477260.15   8732898.93
1995      20-24    4786340.39   4987391.13   9773731.52
1995      25-29    4206904.53   4333249.26   8540153.79
1995      30-34    3866206.81   3964777.80   7830984.61
1995      35-39    3862745.85   3934490.08   7797235.93
1995      40-44    4632791.74   4680084.28   9312876.02
1995      45-49    5030909.07   5058489.12  10089398.19
1995      50-54    4541120.27   4463661.38   9004781.65
1995      55-59    4004691.83   3864514.24   7869206.07
1995      60-64    3796775.39   3550790.44   7347565.83
1995      65-69    3336833.88   2921002.42   6257836.30
1995      70-74    2687320.33   1841214.16   4528534.49
1995      75-79    1946636.73   1227278.88   3173915.61
1995      80-84    1433630.35    810996.06   2244626.41
1995      85-89     721187.33    346783.97   1067971.30
1995      90-94     245856.40     96873.83    342730.23
1995      95-99      46817.83     14932.05     61749.88
1995     100-104      4239.85      1083.14      5322.99
1995     105-109       188.01        45.03       233.04
1995     110+            7.00         1.00         8.00
1996       0        577287.42    605893.25   1183180.67
1996       1-4     2322195.15   2441429.13   4763624.28
1996       5-9     3147725.99   3308573.06   6456299.05
1996      10-14    3607580.32   3786668.46   7394248.78
1996      15-19    4101259.33   4317356.60   8418615.93
1996      20-24    4774078.84   4978367.78   9752446.62
1996      25-29    4307584.92   4441201.23   8748786.15
1996      30-34    3918817.31   4023666.02   7942483.33
1996      35-39    3811731.32   3886815.77   7698547.09
1996      40-44    4383290.43   4436027.93   8819318.36
1996      45-49    5326569.85   5366345.67  10692915.52
1996      50-54    4418502.67   4345677.47   8764180.14
1996      55-59    4046653.18   3910359.00   7957012.18
1996      60-64    3865577.42   3619221.20   7484798.62
1996      65-69    3403491.18   3012437.99   6415929.17
1996      70-74    2773106.98   1978011.89   4751118.87
1996      75-79    2040459.73   1261152.04   3301611.77
1996      80-84    1488075.03    832559.01   2320634.04
1996      85-89     777755.33    367698.44   1145453.77
1996      90-94     263287.23    100664.98    363952.21
1996      95-99      51858.59     15799.14     67657.73
1996     100-104      4896.97      1263.35      6160.32
1996     105-109       198.00        32.00       230.00
1996     110+            8.00         1.00         9.00
1997       0        576997.26    608249.32   1185246.58
1997       1-4     2309509.58   2424758.91   4734268.49
1997       5-9     3070049.32   3224799.99   6294849.31
1997      10-14    3536553.42   3709306.84   7245860.26
1997      15-19    3956079.44   4163334.25   8119413.69
1997      20-24    4709832.88   4923827.40   9633660.28
1997      25-29    4517942.47   4660435.61   9178378.08
1997      30-34    3903416.44   4004413.69   7907830.13
1997      35-39    3790989.05   3867238.36   7658227.41
1997      40-44    4180380.82   4230131.51   8410512.33
1997      45-49    5492134.24   5522142.47  11014276.71
1997      50-54    4294882.19   4227624.66   8522506.85
1997      55-59    4133178.09   3992928.77   8126106.86
1997      60-64    3928221.91   3677972.61   7606194.52
1997      65-69    3476446.58   3094695.89   6571142.47
1997      70-74    2887682.20   2152134.24   5039816.44
1997      75-79    2118934.26   1285723.28   3404657.54
1997      80-84    1536299.55    853527.53   2389827.08
1997      85-89     850721.93    393315.15   1244037.08
1997      90-94     278199.00    105544.40    383743.40
1997      95-99      59770.08     17797.24     77567.32
1997     100-104      5733.94      1369.58      7103.52
1997     105-109       238.02        49.03       287.05
1997     110+           11.00         2.00        13.00
1998       0        580498.63    609997.26   1190495.89
1998       1-4     2299498.63   2415997.26   4715495.89
1998       5-9     3000791.77   3153295.89   6154087.66
1998      10-14    3453816.43   3623065.76   7076882.19
1998      15-19    3845315.06   4045569.86   7890884.92
1998      20-24    4578860.28   4799608.22   9378468.50
1998      25-29    4608923.28   4760917.81   9369841.09
1998      30-34    4019931.50   4124180.82   8144112.32
1998      35-39    3808484.93   3885983.55   7694468.48
1998      40-44    4007580.82   4055583.56   8063164.38
1998      45-49    5270205.49   5289210.96  10559416.45
1998      50-54    4487076.71   4431317.81   8918394.52
1998      55-59    4238427.40   4095931.51   8334358.91
1998      60-64    3960745.21   3709246.58   7669991.79
1998      65-69    3554446.58   3170704.11   6725150.69
1998      70-74    2985435.63   2319139.73   5304575.36
1998      75-79    2218175.34   1330208.22   3548383.56
1998      80-84    1583786.01    871791.15   2455577.16
1998      85-89     906092.47    413883.32   1319975.79
1998      90-94     310290.17    115240.26    425530.43
1998      95-99      67873.80     19686.71     87560.51
1998     100-104      6690.66      1539.86      8230.52
1998     105-109       287.04        44.02       331.06
1998     110+           11.00         1.00        12.00
1999       0        580005.48    610756.16   1190761.64
1999       1-4     2300252.05   2418252.07   4718504.12
1999       5-9     2946024.65   3093526.03   6039550.68
1999      10-14    3354323.27   3523326.03   6877649.30
1999      15-19    3755800.00   3949304.10   7705104.10
1999      20-24    4411876.71   4634627.40   9046504.11
1999      25-29    4710950.69   4873937.00   9584887.69
1999      30-34    4119432.88   4224432.87   8343865.75
1999      35-39    3829736.99   3908487.67   7738224.66
1999      40-44    3908030.14   3952531.51   7860561.65
1999      45-49    4953750.69   4965005.48   9918756.17
1999      50-54    4736586.30   4692830.13   9429416.43
1999      55-59    4364871.23   4214879.46   8579750.69
1999      60-64    3955030.13   3703276.72   7658306.85
1999      65-69    3625216.45   3232219.18   6857435.63
1999      70-74    3080183.57   2471164.38   5551347.95
1999      75-79    2331663.02   1402926.03   3734589.05
1999      80-84    1615951.29    879633.40   2495584.69
1999      85-89     961337.35    435513.05   1396850.40
1999      90-94     346086.42    126736.62    472823.04
1999      95-99      76222.47     21518.93     97741.40
1999     100-104      8031.30      1792.07      9823.37
1999     105-109       337.04        55.03       392.07
1999     110+            6.00         3.00         9.00
2000       0        571944.40    601754.92   1173699.32
2000       1-4     2295770.87   2411904.00   4707674.87
2000       5-9     2917996.51   3063558.21   5981554.72
2000      10-14    3247663.86   3411919.64   6659583.50
2000      15-19    3680802.99   3867461.91   7548264.90
2000      20-24    4214940.51   4432386.77   8647327.28
2000      25-29    4755166.28   4927812.74   9682979.02
2000      30-34    4204143.63   4312111.98   8516255.61
2000      35-39    3867400.47   3947735.79   7815136.26
2000      40-44    3860959.32   3906936.14   7767895.46
2000      45-49    4610448.83   4620352.60   9230801.43
2000      50-54    4986314.09   4952607.29   9938921.38
2000      55-59    4484125.58   4326405.82   8810531.40
2000      60-64    3933144.38   3688236.39   7621380.77
2000      65-69    3680057.39   3285685.41   6965742.80
2000      70-74    3169598.89   2588883.39   5758482.28
2000      75-79    2449085.83   1517301.01   3966386.84
2000      80-84    1649359.63    886558.62   2535918.25
2000      85-89    1015279.75    457279.29   1472559.04
2000      90-94     381591.32    136544.55    518135.87
2000      95-99      82810.38     22757.53    105567.91
2000     100-104      9062.97      1928.47     10991.44
2000     105-109       406.05        63.04       469.09
2000     110+            8.00         3.00        11.00
2001       0        566065.40    595993.51   1162058.91
2001       1-4     2287299.09   2398680.69   4685979.78
2001       5-9     2911740.14   3056919.06   5968659.20
2001      10-14    3148080.24   3306833.92   6454914.16
2001      15-19    3601293.85   3781998.37   7383292.22
2001      20-24    4008928.71   4214474.98   8223403.69
2001      25-29    4713451.01   4870843.89   9584294.90
2001      30-34    4303093.09   4423014.31   8726107.40
2001      35-39    3923932.51   4011457.32   7935389.83
2001      40-44    3811531.89   3868481.38   7680013.27
2001      45-49    4354168.51   4377407.67   8731576.18
2001      50-54    5269575.20   5245482.76  10515057.96
2001      55-59    4366339.14   4214933.63   8581272.77
2001      60-64    3989213.15   3753514.93   7742728.08
2001      65-69    3755014.44   3366908.19   7121922.63
2001      70-74    3238132.53   2681789.33   5919921.86
2001      75-79    2546105.65   1657567.61   4203673.26
2001      80-84    1738577.52    923243.30   2661820.82
2001      85-89    1070069.84    478381.34   1548451.18
2001      90-94     422899.90    148361.75    571261.65
2001      95-99      92140.66     24587.24    116727.90
2001     100-104     10494.13      2105.38     12599.51
2001     105-109       481.07        83.05       564.12
2001     110+           12.00         3.00        15.00
2002       0        566002.74    597753.42   1163756.16
2002       1-4     2279257.53   2394753.43   4674010.96
2002       5-9     2900254.79   3047257.53   5947512.32
2002      10-14    3070545.20   3227547.95   6298093.15
2002      15-19    3525802.74   3709304.12   7235106.86
2002      20-24    3888073.97   4099821.92   7987895.89
2002      25-29    4642345.21   4802594.52   9444939.73
2002      30-34    4521441.10   4648446.57   9169887.67
2002      35-39    3914161.65   3999917.81   7914079.46
2002      40-44    3795734.25   3856241.10   7651975.35
2002      45-49    4157378.08   4185128.78   8342506.86
2002      50-54    5435136.98   5407643.83  10842780.81
2002      55-59    4249391.78   4108383.56   8357775.34
2002      60-64    4080186.30   3843438.36   7923624.66
2002      65-69    3828967.13   3444717.81   7273684.94
2002      70-74    3313197.27   2763698.63   6076895.90
2002      75-79    2662432.88   1813901.37   4476334.25
2002      80-84    1816196.66    953929.12   2770125.78
2002      85-89    1118908.42    496099.94   1615008.36
2002      90-94     470475.07    161517.19    631992.26
2002      95-99     100521.93     26437.93    126959.86
2002     100-104     12486.04      2438.50     14924.54
2002     105-109       590.88        95.07       685.95
2002     110+           10.00         4.00        14.00
2003       0        558512.33    589263.01   1147775.34
2003       1-4     2266013.69   2386263.01   4652276.70
2003       5-9     2895249.32   3038750.69   5934000.01
2003      10-14    3006290.41   3159043.84   6165334.25
2003      15-19    3443068.49   3624819.17   7067887.66
2003      20-24    3785558.90   3998810.96   7784369.86
2003      25-29    4495117.80   4659109.59   9154227.39
2003      30-34    4612427.41   4732928.77   9345356.18
2003      35-39    4035682.19   4115180.82   8150863.01
2003      40-44    3819482.19   3872731.50   7692213.69
2003      45-49    3988328.77   4016076.71   8004405.48
2003      50-54    5210953.43   5175454.80  10386408.23
2003      55-59    4430578.09   4300572.61   8731150.70
2003      60-64    4175928.76   3935183.56   8111112.32
2003      65-69    3868490.41   3483739.71   7352230.12
2003      70-74    3390197.26   2837452.06   6227649.32
2003      75-79    2758687.67   1954909.60   4713597.27
2003      80-84    1905450.85    994376.02   2899826.87
2003      85-89    1168115.55    513326.83   1681442.38
2003      90-94     512225.83    173872.62    686098.45
2003      95-99     116572.50     30054.57    146627.07
2003     100-104     14606.76      2731.86     17338.62
2003     105-109       732.34       117.09       849.43
2003     110+           20.00         5.00        25.00
2004       0        543753.42    573005.48   1116758.90
2004       1-4     2244767.12   2365767.12   4610534.24
2004       5-9     2890515.07   3032265.75   5922780.82
2004      10-14    2955019.17   3103769.87   6058789.04
2004      15-19    3339827.39   3519331.51   6859158.90
2004      20-24    3703049.30   3913550.68   7616599.98
2004      25-29    4319876.72   4495619.18   8815495.90
2004      30-34    4706460.28   4827205.49   9533665.77
2004      35-39    4134682.18   4214435.61   8349117.79
2004      40-44    3844484.93   3897986.31   7742471.24
2004      45-49    3893523.29   3921778.08   7815301.37
2004      50-54    4898246.57   4862493.16   9760739.73
2004      55-59    4676342.48   4554336.99   9230679.47
2004      60-64    4299624.66   4048638.36   8348263.02
2004      65-69    3870024.66   3488767.12   7358791.78
2004      70-74    3461463.01   2902964.39   6364427.40
2004      75-79    2850435.62   2080926.03   4931361.65
2004      80-84    2009436.63   1058617.86   3068054.49
2004      85-89    1203253.22    523189.31   1726442.53
2004      90-94     552878.32    186107.92    738986.24
2004      95-99     132545.46     33728.53    166273.99
2004     100-104     16750.44      3027.97     19778.41
2004     105-109       900.76       134.08      1034.84
2004     110+           23.00         0.00        23.00
2005       0        533075.77    558924.19   1091999.96
2005       1-4     2216105.68   2333712.51   4549818.19
2005       5-9     2872315.12   3013975.31   5886290.43
2005      10-14    2928428.30   3075964.58   6004392.88
2005      15-19    3231301.10   3407515.77   6638816.87
2005      20-24    3610102.61   3811181.38   7421283.99
2005      25-29    4127502.23   4298471.28   8425973.51
2005      30-34    4740366.47   4867433.29   9607799.76
2005      35-39    4214855.66   4294964.62   8509820.28
2005      40-44    3879696.15   3934992.82   7814688.97
2005      45-49    3851500.08   3873351.98   7724852.06
2005      50-54    4563725.32   4532737.06   9096462.38
2005      55-59    4922652.16   4809885.02   9732537.18
2005      60-64    4419124.10   4160538.99   8579663.09
2005      65-69    3849388.95   3484149.63   7333538.58
2005      70-74    3522419.41   2963283.53   6485702.94
2005      75-79    2939769.18   2183250.12   5123019.30
2005      80-84    2118982.11   1147725.82   3266707.93
2005      85-89    1240556.32    536767.87   1777324.19
2005      90-94     596372.22    200421.78    796794.00
2005      95-99     151090.37     37394.81    188485.18
2005     100-104     18591.93      3353.08     21945.01
2005     105-109      1066.18       132.46      1198.64
2005     110+           23.00         0.00        23.00
2006       0        514663.56    538445.46   1053109.02
2006       1-4     2173769.96   2280564.10   4454334.06
2006       5-9     2865685.78   3010668.11   5876353.89
2006      10-14    2910242.87   3057345.23   5967588.10
2006      15-19    3142256.59   3319667.36   6461923.95
2006      20-24    3484759.84   3666667.98   7151427.82
2006      25-29    3931411.93   4065206.02   7996617.95
2006      30-34    4695812.71   4829512.57   9525325.28
2006      35-39    4295940.93   4393786.94   8689727.87
2006      40-44    3922280.16   3989192.77   7911472.93
2006      45-49    3795880.57   3817168.87   7613049.44
2006      50-54    4321529.94   4296565.25   8618095.19
2006      55-59    5215368.58   5111595.85  10326964.43
2006      60-64    4313118.36   4080663.65   8393782.01
2006      65-69    3891656.23   3551248.21   7442904.44
2006      70-74    3604619.58   3049963.93   6654583.51
2006      75-79    3014412.44   2266622.24   5281034.68
2006      80-84    2211787.84   1247777.87   3459565.71
2006      85-89    1318587.28    563147.11   1881734.39
2006      90-94     634472.29    210764.21    845236.50
2006      95-99     168540.96     40641.42    209182.38
2006     100-104     21050.75      3557.14     24607.89
2006     105-109      1207.07       143.31      1350.38
2006     110+           17.00         2.00        19.00
2007       0        523246.58    551246.58   1074493.16
2007       1-4     2126276.71   2231027.40   4357304.11
2007       5-9     2855016.43   3004265.76   5859282.19
2007      10-14    2903257.54   3052260.28   5955517.82
2007      15-19    3071797.26   3240052.06   6311849.32
2007      20-24    3447783.56   3645528.77   7093312.33
2007      25-29    3795832.87   3937079.45   7732912.32
2007      30-34    4613597.27   4757347.95   9370945.22
2007      35-39    4504202.74   4620197.27   9124400.01
2007      40-44    3908673.97   3983167.13   7891841.10
2007      45-49    3781490.41   3812986.31   7594476.72
2007      50-54    4127879.46   4113375.34   8241254.80
2007      55-59    5380632.88   5273386.30  10654019.18
2007      60-64    4196389.04   3976635.61   8173024.65
2007      65-69    3988424.66   3650679.45   7639104.11
2007      70-74    3679216.44   3132210.97   6811427.41
2007      75-79    3088197.26   2343200.01   5431397.27
2007      80-84    2324186.31   1371421.93   3695608.24
2007      85-89    1387495.85    587681.36   1975177.21
2007      90-94     669060.82    220593.92    889654.74
2007      95-99     190107.73     44727.83    234835.56
2007     100-104     22977.59      3899.47     26877.06
2007     105-109      1419.57       158.22      1577.79
2007     110+           27.80         3.00        30.80
2008       0        527721.02    555814.01   1083535.03
2008       1-4     2092167.78   2196136.62   4288304.40
2008       5-9     2826330.06   2975680.10   5802010.16
2008      10-14    2895028.67   3040771.38   5935800.05
2008      15-19    3004865.08   3165918.67   6170783.75
2008      20-24    3391719.96   3594653.15   6986373.11
2008      25-29    3681739.65   3829426.52   7511166.17
2008      30-34    4460660.55   4604308.52   9064969.07
2008      35-39    4577926.01   4702072.62   9279998.63
2008      40-44    4014057.91   4097288.02   8111345.93
2008      45-49    3795809.28   3834115.22   7629924.50
2008      50-54    3956741.88   3947612.00   7904353.88
2008      55-59    5160345.84   5050260.59  10210606.43
2008      60-64    4377490.57   4162586.05   8540076.62
2008      65-69    4096652.03   3752104.78   7848756.81
2008      70-74    3719006.24   3180884.83   6899891.07
2008      75-79    3164599.65   2414492.44   5579092.09
2008      80-84    2416001.81   1483218.72   3899220.53
2008      85-89    1462983.72    618130.06   2081113.78
2008      90-94     703400.50    230839.45    934239.95
2008      95-99     209019.23     48993.29    258012.52
2008     100-104     27289.21      4532.38     31821.59
2008     105-109      1718.97       190.41      1909.38
2008     110+           36.23         3.00        39.23
2009       0        527425.78    555705.78   1083131.56
2009       1-4     2076715.97   2181370.09   4258086.06
2009       5-9     2782933.21   2928732.33   5711665.54
2009      10-14    2890847.97   3035823.95   5926671.92
2009      15-19    2950743.98   3105140.91   6055884.89
2009      20-24    3310065.84   3512116.71   6822182.55
2009      25-29    3597316.77   3755143.89   7352460.66
2009      30-34    4272234.09   4416935.80   8689169.89
2009      35-39    4657172.42   4790123.48   9447295.90
2009      40-44    4102046.23   4190243.26   8292289.49
2009      45-49    3811697.10   3858878.56   7670575.66
2009      50-54    3858512.35   3852378.81   7710891.16
2009      55-59    4846915.78   4742409.77   9589325.55
2009      60-64    4612558.32   4402349.98   9014908.30
2009      65-69    4219791.40   3864653.20   8084444.60
2009      70-74    3720065.46   3194962.99   6915028.45
2009      75-79    3233666.36   2477327.05   5710993.41
2009      80-84    2504625.28   1583314.14   4087939.42
2009      85-89    1548053.30    660346.61   2208399.91
2009      90-94     727897.44    237084.54    964981.98
2009      95-99     227730.90     52987.83    280718.73
2009     100-104     31475.39      5059.81     36535.20
2009     105-109      2046.34       194.49      2240.83
2009     110+           45.61         3.00        48.61
2010       0        519889.59    547756.54   1067646.13
2010       1-4     2076629.30   2184841.98   4261471.28
2010       5-9     2733985.74   2872720.34   5606706.08
2010      10-14    2874213.84   3019938.78   5894152.62
2010      15-19    2921898.37   3073272.01   5995170.38
2010      20-24    3216094.96   3412825.27   6628920.23
2010      25-29    3540754.34   3707941.04   7248695.38
2010      30-34    4084464.17   4225584.41   8310048.58
2010      35-39    4696091.95   4836737.89   9532829.84
2010      40-44    4178834.50   4272491.79   8451326.29
2010      45-49    3847918.46   3902294.03   7750212.49
2010      50-54    3814420.97   3809713.97   7624134.94
2010      55-59    4516310.71   4423368.98   8939679.69
2010      60-64    4852501.96   4644897.90   9497399.86
2010      65-69    4335979.27   3962403.74   8298383.01
2010      70-74    3703784.13   3193450.40   6897234.53
2010      75-79    3290931.43   2534514.06   5825445.49
2010      80-84    2586038.94   1662095.28   4248134.22
2010      85-89    1634968.27    720529.38   2355497.65
2010      90-94     756840.32    246712.51   1003552.83
2010      95-99     248481.30     58200.88    306682.18
2010     100-104     36685.01      5864.34     42549.35
2010     105-109      2287.69       237.54      2525.23
2010     110+           32.40         1.40        33.80
